N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg,avg_by_Должность
101,Junior Software Engineer,C#/.NET,,1.5,1,1000,400,Харьков,до 200 человек,Аутсорсинговая,женский,21,Незаконченное высшее,НТУ «ХПИ»,True,выше среднего,"Desktop Applications,Веб-разработка",12/06/2017 13:13:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,1000,,DEV,1883.371034198599,605.65859375
102,Software Engineer,Java,,2,2,1650,450,Киев,до 50 человек,Аутсорсинговая,мужской,27,Высшее,НТУУ «КПИ»,False,выше среднего,Android,12/06/2017 13:13:24,"Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6 Build/NOF26W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,2.0,1650,,DEV,1883.371034198599,1678.630073800738
108,Senior Software Engineer,Objective-C,,9,меньше 3 месяцев,3700,200,Харьков,до 200 человек,Аутстаффинговая,мужской,32,Высшее,Другой вуз,False,выше среднего,iOS,12/06/2017 13:13:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",9.0,0.0,3700,,DEV,1883.371034198599,3243.2009259259257
111,Software Engineer,Java,,2,2,1150,400,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,29,Высшее,ХНУРЭ,False,продвинутый,Корпоративные системы,12/06/2017 13:14:30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2.0,2.0,1150,,DEV,1883.371034198599,1678.630073800738
112,Technical Lead,C,,10 и более лет,10 и более лет,4150,150,Днепр,до 200 человек,Аутстаффинговая,мужской,33,Высшее,ДНУ им. Гончара,False,выше среднего,Веб-разработка,12/06/2017 13:14:33,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",10.0,10.0,4150,,SDEV,1883.371034198599,3664.272
114,Senior Software Engineer,JavaScript,,5,меньше 3 месяцев,3500,500,Львов,до 10 человек,Аутсорсинговая,мужской,28,Высшее,Львовская Политехника,False,выше среднего,"Веб-разработка,Корпоративные системы",12/06/2017 13:14:47,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Mobile/14F89 Twitter for iPhone",5.0,0.0,3500,,DEV,1883.371034198599,3243.2009259259257
115,Junior Software Engineer,Python,,1.5,0.5,685,250,Киев,до 1000 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,НТУУ «КПИ»,False,средний,Другое,12/06/2017 13:14:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1.5,0.5,685,,DEV,1883.371034198599,605.65859375
117,Senior Software Engineer,Java,,5,0.25,3200,200,Харьков,до 50 человек,Аутсорсинговая,мужской,25,Незаконченное высшее,НТУ «ХПИ»,False,выше среднего,Android,12/06/2017 13:15:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.25,3200,,DEV,1883.371034198599,3243.2009259259257
119,Software Engineer,Java,,3,0.5,2250,0,Одесса,до 1000 человек,Продуктовая,мужской,29,Высшее,ОНУ им. Мечникова,False,выше среднего,"Веб-разработка,Телекоммуникации",12/06/2017 13:15:25,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,2250,,DEV,1883.371034198599,1678.630073800738
121,Junior Software Engineer,Java,,0.25,меньше 3 месяцев,500,0,Винница,до 50 человек,Аутсорсинговая,мужской,22,Незаконченное высшее,Другой вуз,False,продвинутый,Веб-разработка,12/06/2017 13:15:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.25,0.0,500,,DEV,1883.371034198599,605.65859375
124,Software Engineer,JavaScript,,3,1.5,2350,550,Киев,свыше 1000 человек,Аутсорсинговая,мужской,25,Высшее,КНУ им. Шевченко,False,выше среднего,"Веб-разработка,Финансы и банки",12/06/2017 13:16:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.5,2350,,DEV,1883.371034198599,1678.630073800738
128,Software Engineer,PHP,,4,3,1000,150,Харьков,до 50 человек,Аутсорсинговая,мужской,30,Высшее,НТУ «ХПИ»,False,средний,Веб-разработка,12/06/2017 13:16:57,Mozilla/5.0 (X11; Linux x86_64; rv:47.0) Gecko/20100101 Firefox/47.0,4.0,3.0,1000,,DEV,1883.371034198599,1678.630073800738
129,Software Engineer,Java,,4,2,2000,600,Ужгород,до 50 человек,Продуктовая,мужской,24,Высшее,Другой вуз,False,средний,Веб-разработка,12/06/2017 13:16:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,2.0,2000,,DEV,1883.371034198599,1678.630073800738
132,Senior Software Engineer,Java,,3,3,2000,1000,Харьков,до 50 человек,Аутсорсинговая,мужской,26,Высшее,ХАИ,False,средний,"eCommerce,Корпоративные системы",12/06/2017 13:17:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",3.0,3.0,2000,,DEV,1883.371034198599,3243.2009259259257
134,Junior Software Engineer,C++,,0.5,0.5,750,0,Киев,до 200 человек,Другая,мужской,29,Высшее,ВНУ им. Даля,False,продвинутый,"Системное программирование,Корпоративные системы",12/06/2017 13:17:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,750,,DEV,1883.371034198599,605.65859375
136,Senior Software Engineer,Java,,10 и более лет,8,3400,0,Харьков,до 50 человек,Аутстаффинговая,мужской,34,Кандидат,НТУ «ХПИ»,False,выше среднего,"Веб-разработка,Корпоративные системы",12/06/2017 13:17:44,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,8.0,3400,,DEV,1883.371034198599,3243.2009259259257
140,Software Engineer,C#/.NET,,2,2,1950,1150,Харьков,до 1000 человек,Аутсорсинговая,мужской,22,Незаконченное высшее,НТУ «ХПИ»,True,средний,"Desktop Applications,Веб-разработка",12/06/2017 13:18:49,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,2.0,1950,,DEV,1883.371034198599,1678.630073800738
141,Senior Software Engineer,PHP,,1,1,4000,500,Киев,до 10 человек,Стартап,мужской,28,Высшее,Другой вуз,False,средний,,12/06/2017 13:18:58,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:53.0) Gecko/20100101 Firefox/53.0,1.0,1.0,4000,,DEV,1883.371034198599,3243.2009259259257
144,Junior Software Engineer,Python,,1,1,750,250,Киев,до 10 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,Веб-разработка,12/06/2017 13:19:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,750,,DEV,1883.371034198599,605.65859375
146,Senior Software Engineer,Java,,9,меньше 3 месяцев,4100,700,Львов,до 1000 человек,Аутсорсинговая,мужской,31,Высшее,ЛНУ им. Франко,False,выше среднего,Корпоративные системы,12/06/2017 13:19:15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",9.0,0.0,4100,,DEV,1883.371034198599,3243.2009259259257
148,Software Engineer,Scala,,6,3,2500,0,Львов,до 50 человек,Аутсорсинговая,мужской,28,Высшее,ВНУ им. Даля,False,средний,Веб-разработка,12/06/2017 13:19:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",6.0,3.0,2500,,DEV,1883.371034198599,1678.630073800738
149,Senior Software Engineer,C++,,4,меньше 3 месяцев,2400,600,Харьков,до 200 человек,Аутсорсинговая,мужской,29,Высшее,ХНУРЭ,False,средний,Desktop Applications,12/06/2017 13:19:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.0,2400,,DEV,1883.371034198599,3243.2009259259257
152,Junior Software Engineer,JavaScript,,1.5,0.5,400,200,Киев,до 200 человек,Продуктовая,мужской,27,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,12/06/2017 13:20:02,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,400,,DEV,1883.371034198599,605.65859375
154,Software Engineer,Python,,2,1,1200,0,Днепр,до 50 человек,Аутстаффинговая,мужской,34,Кандидат,Другой вуз,False,продвинутый,"Веб-разработка,Мультимедиа",12/06/2017 13:20:15,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",2.0,1.0,1200,,DEV,1883.371034198599,1678.630073800738
155,Software Engineer,C#/.NET,,4,4,1200,300,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,25,Высшее,ХНУРЭ,False,средний,Веб-разработка,12/06/2017 13:20:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,1200,,DEV,1883.371034198599,1678.630073800738
157,Software Engineer,Ruby/Rails,,5,2,2300,300,Киев,до 50 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,средний,"Веб-разработка,eCommerce",12/06/2017 13:20:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,2300,,DEV,1883.371034198599,1678.630073800738
158,Junior Software Engineer,Java,,0.25,0.25,700,0,Киев,до 50 человек,Аутсорсинговая,мужской,21,Техникум / Колледж,,False,выше среднего,Веб-разработка,12/06/2017 13:20:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",0.25,0.25,700,,DEV,1883.371034198599,605.65859375
160,Software Engineer,Ruby/Rails,,1,0.25,1200,900,Львов,до 200 человек,Продуктовая,мужской,23,Среднее,,False,ниже среднего,Веб-разработка,12/06/2017 13:20:28,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/96.0.0.45.70;FBBV/60548545;FBDV/iPhone9,4;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/3;FBCR/lifecell;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",1.0,0.25,1200,,DEV,1883.371034198599,1678.630073800738
161,Senior Software Engineer,C#/.NET,,10 и более лет,3,3550,200,Киев,до 200 человек,Аутстаффинговая,женский,29,Высшее,НаУКМА,False,выше среднего,"Веб-разработка,eCommerce",12/06/2017 13:20:49,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,3.0,3550,,DEV,1883.371034198599,3243.2009259259257
162,Software Engineer,Java,,1.5,1.5,1000,0,Одесса,до 50 человек,Продуктовая,мужской,27,Высшее,ОНАС,False,выше среднего,"Embedded,Финансы и банки",12/06/2017 13:21:05,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1000,,DEV,1883.371034198599,1678.630073800738
163,Junior Software Engineer,Python,,0.5,0.5,500,0,Винница,до 200 человек,Аутсорсинговая,мужской,20,Техникум / Колледж,,True,ниже среднего,Веб-разработка,12/06/2017 13:21:08,"Mozilla/5.0 (Linux; Android 7.1.2; LG-D802 Build/N2G47E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,500,,DEV,1883.371034198599,605.65859375
164,Software Engineer,C#/.NET,,5,2,2600,500,Харьков,до 200 человек,Продуктовая,женский,27,Высшее,Другой вуз,False,средний,"Веб-разработка,Другое",12/06/2017 13:21:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,2600,,DEV,1883.371034198599,1678.630073800738
165,Junior Software Engineer,Java,,1,1,470,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,32,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,eCommerce",12/06/2017 13:21:34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,470,,DEV,1883.371034198599,605.65859375
167,Software Engineer,PHP,,3,2,600,200,Николаев,до 50 человек,Аутсорсинговая,мужской,37,Техникум / Колледж,,False,элементарный,Веб-разработка,12/06/2017 13:21:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,600,,DEV,1883.371034198599,1678.630073800738
168,Software Engineer,PHP,,5,меньше 3 месяцев,2500,500,Днепр,до 1000 человек,Продуктовая,мужской,27,Высшее,Другой вуз,False,средний,Веб-разработка,12/06/2017 13:21:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,0.0,2500,,DEV,1883.371034198599,1678.630073800738
170,Junior Software Engineer,C#/.NET,,1,1,570,0,Киев,свыше 1000 человек,Аутсорсинговая,женский,29,Незаконченное высшее,КНУ им. Шевченко,False,средний,"Веб-разработка,Корпоративные системы",12/06/2017 13:22:11,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.0,1.0,570,,DEV,1883.371034198599,605.65859375
171,Software Engineer,Java,,3,1.5,2200,500,Киев,до 50 человек,Продуктовая,мужской,26,Высшее,Другой вуз,False,средний,"Веб-разработка,Телекоммуникации",12/06/2017 13:22:19,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,1.5,2200,,DEV,1883.371034198599,1678.630073800738
172,Junior Software Engineer,Python,,0.25,0.25,800,0,Киев,до 50 человек,Продуктовая,мужской,25,Высшее,НАУ,False,продвинутый,Телекоммуникации,12/06/2017 13:22:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.25,0.25,800,,DEV,1883.371034198599,605.65859375
175,Senior Software Engineer,1С,,10 и более лет,3,1300,115,Киев,до 200 человек,Продуктовая,мужской,42,Два высших,НТУУ «КПИ»,False,продвинутый,Финансы и банки,12/06/2017 13:23:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,3.0,1300,,DEV,1883.371034198599,3243.2009259259257
179,Software Engineer,Java,,3,0.5,1500,750,Одесса,до 50 человек,Аутсорсинговая,мужской,24,Высшее,ОНПУ,False,средний,Android,12/06/2017 13:24:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1500,,DEV,1883.371034198599,1678.630073800738
180,Software Engineer,Java,,4,4,2000,200,Киев,свыше 1000 человек,Аутсорсинговая,мужской,25,Высшее,НАУ,False,средний,"Веб-разработка,Финансы и банки",12/06/2017 13:24:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,2000,,DEV,1883.371034198599,1678.630073800738
181,Junior Software Engineer,Java,,1.5,1.5,600,100,Одесса,до 1000 человек,Продуктовая,мужской,23,Высшее,Другой вуз,True,средний,Телекоммуникации,12/06/2017 13:24:33,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",1.5,1.5,600,,DEV,1883.371034198599,605.65859375
